Absolute Time Stamp|Relative Time Stamp|File|Line|Function|Group|Parent/Child|User Index|Session Instance|Page|Instance|Logs
07/28/15 18:57:55|00:00:01|ns_gdf.c|2878|create_testrun_gdf|-|255|-1|-1|-1|-1|Going to fill gdf '/home/netstorm/work/logs/TR6548/testrun.gdf' from '/tmp/6548_tmp.gdf' test_run_gdf_count = 0.
07/28/15 18:57:55|00:00:01|ns_event_log.c|432|init_event_logger|-|255|-1|-1|-1|-1|Main thread Recovery data initialized withMAX_RECOVERY_COUNT = 10000, RESTART_TIME_THRESHOLD_IN_SEC = 900
07/28/15 18:57:55|00:00:01|ns_event_log.c|474|init_event_logger|-|255|-1|-1|-1|-1|Main thread, nsa log manager is not running. Recovering nsa_log_mgr.
07/28/15 18:57:55|00:00:01|logging.c|497|open_dlog_file_in_append_mode|-|255|-1|-1|-1|-1|Opening dlog file by parent at init or at partition switch time.
07/28/15 18:57:56|00:00:03|ns_session.c|93|init_sess_inst_start_num|-|255|-1|-1|-1|-1|Initializing sess_inst_num to 0, sess_inst_num = 49555673.
07/28/15 18:57:58|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
07/28/15 18:57:58|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
07/28/15 18:57:58|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
07/28/15 18:57:58|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
07/28/15 18:57:58|00:00:02|wait_forever.c|1208|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 1, testrun number = 6548, fd = 36, IP = IPV4:127.0.0.1.8071, State = 0x0, Connection = PARENT_TO_NVM
07/28/15 18:57:58|00:00:02|wait_forever.c|1208|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 0, testrun number = 6548, fd = 35, IP = IPV4:127.0.0.1.8069, State = 0x0, Connection = PARENT_TO_NVM
07/28/15 18:57:58|00:00:02|ns_child.c|323|calculate_child_epoll_timeout|-|0|-1|-1|-1|-1|No timeout pending for NVM (0). Using infinite time in epoll_wait().
07/28/15 18:57:58|00:00:02|ns_child.c|323|calculate_child_epoll_timeout|-|1|-1|-1|-1|-1|No timeout pending for NVM (1). Using infinite time in epoll_wait().
07/28/15 18:57:58|00:00:02|wait_forever.c|1208|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 2, testrun number = 6548, fd = 37, IP = IPV4:127.0.0.1.8073, State = 0x0, Connection = PARENT_TO_NVM
07/28/15 18:57:58|00:00:02|ns_child.c|323|calculate_child_epoll_timeout|-|2|-1|-1|-1|-1|No timeout pending for NVM (2). Using infinite time in epoll_wait().
07/28/15 18:57:58|00:00:02|wait_forever.c|1208|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 3, testrun number = 6548, fd = 38, IP = IPV4:127.0.0.1.8075, State = 0x0, Connection = PARENT_TO_NVM
07/28/15 18:57:58|00:00:02|ns_child.c|323|calculate_child_epoll_timeout|-|3|-1|-1|-1|-1|No timeout pending for NVM (3). Using infinite time in epoll_wait().
07/28/15 18:57:58|00:00:02|wait_forever.c|1121|process_phase_complete_msg|-|255|-1|-1|-1|-1|Received phase complete message for grp idx = -1 phase completed phase idx = 0, child/generator id = 0, num children/generator = 4
07/28/15 18:57:58|00:00:02|wait_forever.c|1121|process_phase_complete_msg|-|255|-1|-1|-1|-1|Received phase complete message for grp idx = -1 phase completed phase idx = 0, child/generator id = 1, num children/generator = 4
07/28/15 18:57:58|00:00:02|wait_forever.c|1121|process_phase_complete_msg|-|255|-1|-1|-1|-1|Received phase complete message for grp idx = -1 phase completed phase idx = 0, child/generator id = 2, num children/generator = 4
07/28/15 18:57:58|00:00:02|wait_forever.c|1121|process_phase_complete_msg|-|255|-1|-1|-1|-1|Received phase complete message for grp idx = -1 phase completed phase idx = 0, child/generator id = 3, num children/generator = 4
