Absolute Time Stamp|Relative Time Stamp|File|Line|Function|Group|Parent/Child|User Index|Session Instance|Page|Instance|Logs
07/28/15 19:23:56|00:00:02|ns_gdf.c|2878|create_testrun_gdf|-|255|-1|-1|-1|-1|Going to fill gdf '/home/netstorm/work/logs/TR6549/testrun.gdf' from '/tmp/6549_tmp.gdf' test_run_gdf_count = 0.
07/28/15 19:23:56|00:00:02|ns_event_log.c|432|init_event_logger|-|255|-1|-1|-1|-1|Main thread Recovery data initialized withMAX_RECOVERY_COUNT = 10000, RESTART_TIME_THRESHOLD_IN_SEC = 900
07/28/15 19:23:56|00:00:02|ns_event_log.c|474|init_event_logger|-|255|-1|-1|-1|-1|Main thread, nsa log manager is not running. Recovering nsa_log_mgr.
07/28/15 19:23:56|00:00:02|logging.c|497|open_dlog_file_in_append_mode|-|255|-1|-1|-1|-1|Opening dlog file by parent at init or at partition switch time.
07/28/15 19:23:57|00:00:03|ns_session.c|93|init_sess_inst_start_num|-|255|-1|-1|-1|-1|Initializing sess_inst_num to 0, sess_inst_num = 49557234.
07/28/15 19:23:59|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
07/28/15 19:23:59|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
07/28/15 19:23:59|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
07/28/15 19:23:59|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
07/28/15 19:23:59|00:00:02|wait_forever.c|1208|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 0, testrun number = 6549, fd = 35, IP = IPV4:127.0.0.1.45623, State = 0x0, Connection = PARENT_TO_NVM
07/28/15 19:23:59|00:00:02|ns_child.c|323|calculate_child_epoll_timeout|-|0|-1|-1|-1|-1|No timeout pending for NVM (0). Using infinite time in epoll_wait().
07/28/15 19:23:59|00:00:02|wait_forever.c|1208|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 1, testrun number = 6549, fd = 36, IP = IPV4:127.0.0.1.45625, State = 0x0, Connection = PARENT_TO_NVM
07/28/15 19:23:59|00:00:02|ns_child.c|323|calculate_child_epoll_timeout|-|1|-1|-1|-1|-1|No timeout pending for NVM (1). Using infinite time in epoll_wait().
