#testcaseid,testrun,componentid,catagoryid,status,description
SMOKE-001-001,6913,1,1,pass,ns_save_string() api Passed
SMOKE-001-002,6914,1,1,pass,ns_eval_string() Passed
SMOKE-001-003,6915,1,1,pass,ns_adv_param() Passed
SMOKE-001-004,6916,1,1,pass,ns_adv_param() negative condition Passed
SMOKE-001-005,6917,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-006,6918,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-007,6919,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-008,6920,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-009,6921,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-010,6922,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-011,6923,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-012,6924,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-013,6925,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-014,6926,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-015,6927,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-016,6928,1,1,pass,save_data_var or save_data_eval or save_dat_ex api Passed
SMOKE-001-017,6929,1,1,pass,Smoke_SET_INT_VAL_API_TEST Passed
SMOKE-001-018,6930,1,1,pass,Smoke_GET_INT_VAL_API_TEST Passed
SMOKE-001-019,6931,1,1,pass,Smoke_GET_RANDOM_STR_API_TEST Passed
SMOKE-001-020,6932,1,1,pass,Smoke_GETTERS_API_TEST Passed
SMOKE-001-021,6933,1,1,pass,Smoke_CHK_STR_CPY_API_TEST Passed
SMOKE-001-024,6934,1,1,pass,Passed for ns_get_url_resp_msg
SMOKE-002-001,6935,1,1,pass,Http authentication basic for apache main param session Passed
SMOKE-002-002,6936,1,1,pass,Http authentication basic for apache main param use Passed
SMOKE-002-003,6937,1,1,pass,Http authentication basic for apache for Page Dump Passed
SMOKE-002-004,6938,1,1,pass,Http authentication basic main with keep alive Passed
SMOKE-002-005,6939,1,1,pass,Http authentication basic main cvfail without keepalive Passed
SMOKE-003-001,6940,1,1,pass,Autofetch one main url five autofetch url Passed
SMOKE-003-002,6941,1,1,pass,Autofetch disabled Passed
SMOKE-003-003,6942,1,1,pass,Autofetch enabled two embedded url Passed
SMOKE-003-004,6943,1,1,pass,Autofetch disabled two embedded url Passed
SMOKE-003-005,6944,1,1,pass,Autofetch Inline Include Domain Passed
SMOKE-003-006,6945,1,1,pass,Autofetch Inline Exclude Domain Passed
SMOKE-003-007,6946,1,1,pass,Autofetch Inline Include Url Pattern Passed
SMOKE-003-008,6947,1,1,pass,Autofetch Inline Exclude Url Pattern Passed
SMOKE-003-009,6948,1,1,pass,No jsp based url being requested after excluding jsp based pattern
SMOKE-003-010,6949,1,1,pass,jsp based url being requested after including jsp based pattern
SMOKE-003-011,6950,1,1,pass,js based url were not requested after excluding js+ based pattern
SMOKE-003-012,6951,1,1,pass,jsp inlines have been filtered out but js being included for js? pattern
SMOKE-003-013,6952,1,1,pass,only js and jsp based inlines have been requested for including jsp? pattern
SMOKE-003-014,6953,1,1,pass,jsp and js both inlines have been included for js* pattern
SMOKE-003-015,6954,1,1,pass,jsp and js both inlines have been included for j[sp]+ pattern
SMOKE-003-016,6955,1,1,pass,PostURLCallBack for set embed objects api;mode zero;not implemented
SMOKE-003-017,6956,1,1,pass,PostURLCallBack for set embd objects api;mode one;not implemented
SMOKE-003-018,6957,1,1,pass,PostURLCallBack for set embd objects api;url redirection;not implemented
SMOKE-004-001,6958,1,1,pass,Auto Redirect 10 Depth Server URL and Scenario 2 Depth Redirection Passed
SMOKE-004-002,6959,1,1,pass,Auto Redirect One Depth Server URL with relative path Passed
