#testcaseid,testrun,componentid,catagoryid,status,description
REG-001-001,6016,1,2,pass,FCU with RampUp in Step mode testcase passed
REG-002-001,6017,1,2,pass,FCU with RampUp in Rate mode testcase passed
REG-003-001,6018,1,2,pass,FSR  Mode 1 testcase passed
REG-004-001,6019,1,2,pass,FSR  Mode 2 testcase passed
REG-006-001,6021,1,2,fail,NS supported protocols such as POP3 SMTP & FTP Testcase failed because Average Page Response Time (Secs)(NA) in baseline testrun found is 0.025 and Average Page Response Time (Secs)(NA) in current testrun is 0.023 are having difference of 8.0% which exceeed the tolerance of 5%
REG-007-001,6022,1,2,pass,RTC is being applied for Start0 phase;10  have been found in current situation as RTC being applied
REG-007-002,6023,1,2,pass,RTC is being applied for RampUp0 phase;12  have been found in current situation as RTC being applied
REG-007-003,6024,1,2,pass,RTC is being applied for Stabilize0 phase;110  have been found in current situation as RTC being applied
REG-007-004,6025,1,2,pass,RTC is being applied for Duration0 phase;110  have been found in current situation as RTC being applied
REG-007-005,6026,1,2,pass,RTC is being applied for RampDown0 phase;85  have been found in current situation as RTC being applied
REG-007-006,6027,1,2,pass,RTC being applied in all phases correctly;VUSers records were found as expected for each of the phases where RTC applied;Ramp down users count also met to the expected total VUsers count post application of RTC
REG-008-001,6028,1,2,pass,Replay Access Logs testcase passed
REG-010-001,6029,1,2,fail, Percentile testcase failed. For more details about percentile data please find the percentile_data.csv attachment
