Absolute Time Stamp|Relative Time Stamp|File|Line|Function|Group|Parent/Child|User Index|Session Instance|Page|Instance|Logs
03/14/16 12:07:56|00:00:00|ns_event_log.c|675|ns_el|-|255|-1|-1|-1|-1| global_settings->enable_event_logger = 1, g_el_subproc_msg_com_con.fd = 0, g_el_subproc_msg_com_con.state = 0 , g_el_subproc_msg_com_con.state = 0
03/14/16 12:07:56|00:00:00|ns_event_log.c|432|init_event_logger|-|255|-1|-1|-1|-1|Main thread Recovery data initialized withMAX_RECOVERY_COUNT = 10000, RESTART_TIME_THRESHOLD_IN_SEC = 900
03/14/16 12:07:56|00:00:00|ns_event_log.c|474|init_event_logger|-|255|-1|-1|-1|-1|Main thread, nsa log manager is not running. Recovering nsa_log_mgr.
03/14/16 12:07:56|00:00:00|logging.c|497|open_dlog_file_in_append_mode|-|255|-1|-1|-1|-1|Opening dlog file by parent at init or at partition switch time.
03/14/16 12:07:57|00:00:01|ns_session.c|93|init_sess_inst_start_num|-|255|-1|-1|-1|-1|Initializing sess_inst_num to 0, sess_inst_num = 69403075.
03/14/16 12:07:59|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
03/14/16 12:07:59|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
03/14/16 12:07:59|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
03/14/16 12:07:59|00:00:02|ns_summary_rpt.c|397|close_srfp_html|-|255|-1|-1|-1|-1|Closing srfp_html
03/14/16 12:07:59|00:00:02|ns_child.c|319|calculate_child_epoll_timeout|-|0|-1|-1|-1|-1|No timeout pending for NVM (0). Using infinite time in epoll_wait().
03/14/16 12:07:59|00:00:02|wait_forever.c|926|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 0, testrun number = 23433, fd = 31, IP = IPV4:127.0.0.1.1677, State = 0x0
03/14/16 12:07:59|00:00:02|wait_forever.c|926|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 2, testrun number = 23433, fd = 33, IP = IPV4:127.0.0.1.1681, State = 0x0
03/14/16 12:07:59|00:00:02|ns_child.c|319|calculate_child_epoll_timeout|-|2|-1|-1|-1|-1|No timeout pending for NVM (2). Using infinite time in epoll_wait().
03/14/16 12:07:59|00:00:02|wait_forever.c|926|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 1, testrun number = 23433, fd = 32, IP = IPV4:127.0.0.1.1679, State = 0x0
03/14/16 12:07:59|00:00:02|ns_child.c|319|calculate_child_epoll_timeout|-|1|-1|-1|-1|-1|No timeout pending for NVM (1). Using infinite time in epoll_wait().
03/14/16 12:07:59|00:00:02|wait_forever.c|926|process_start_msg_by_client|-|255|-1|-1|-1|-1|Received START_MSG_BY_CLIENT from client id = 3, testrun number = 23433, fd = 34, IP = IPV4:127.0.0.1.1683, State = 0x0
03/14/16 12:07:59|00:00:02|ns_child.c|319|calculate_child_epoll_timeout|-|3|-1|-1|-1|-1|No timeout pending for NVM (3). Using infinite time in epoll_wait().
03/14/16 12:07:59|00:00:02|wait_forever.c|839|process_phase_complete_msg|-|255|-1|-1|-1|-1|Received phase complete message for grp idx = -1 phase completed phase idx = 0, child/generator id = 3
03/14/16 12:07:59|00:00:02|wait_forever.c|839|process_phase_complete_msg|-|255|-1|-1|-1|-1|Received phase complete message for grp idx = -1 phase completed phase idx = 0, child/generator id = 1
03/14/16 12:07:59|00:00:02|wait_forever.c|839|process_phase_complete_msg|-|255|-1|-1|-1|-1|Received phase complete message for grp idx = -1 phase completed phase idx = 0, child/generator id = 2
03/14/16 12:07:59|00:00:02|wait_forever.c|839|process_phase_complete_msg|-|255|-1|-1|-1|-1|Received phase complete message for grp idx = -1 phase completed phase idx = 0, child/generator id = 0
